Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
245.176,74.51252,2.019322,1.412487,1.333321,1.377003,1.25497,1.261653,1.269378,1702.022
245.3284,76.94117,2.03347,1.422537,1.339619,1.376868,1.253748,1.261858,1.269422,1695.357
245.4808,76.36769,2.04497,1.420734,1.343196,1.377482,1.251557,1.262516,1.269727,1691.392
245.6332,76.80027,2.038815,1.409026,1.343785,1.386013,1.251547,1.262766,1.272319,1695.078
245.7856,77.20911,2.029466,1.399784,1.35361,1.380263,1.253847,1.264305,1.273458,1704.832
245.938,77.28571,2.022587,1.438757,1.358573,1.390523,1.253339,1.262949,1.270401,1714.278
246.0904,74.67554,2.021701,1.393694,1.371067,1.399801,1.266338,1.274992,1.28106,1719.152
246.2428,73.21519,2.026873,1.414783,1.376726,1.404639,1.276774,1.289132,1.296596,1721.624
246.3952,72.72682,2.024807,1.524662,1.390244,1.413702,1.290994,1.305048,1.315956,1724.965
246.5476,73.79694,2.023987,1.534064,1.397888,1.418586,1.309574,1.32533,1.338933,1731.375
246.7,73.21515,2.027541,1.540669,1.40774,1.427239,1.320439,1.339902,1.353442,1734.773
246.8524,72.30659,2.031844,1.524179,1.426472,1.440638,1.333919,1.357208,1.364982,1733.883
247.0048,73.25092,2.041965,1.551049,1.428243,1.44917,1.341649,1.362071,1.365731,1732.648
247.1572,75.84132,2.045184,1.610732,1.438518,1.457565,1.361909,1.374701,1.379557,1733.641
247.3096,77.428,2.051886,1.650173,1.450173,1.463898,1.374853,1.384215,1.388904,1739.528
247.462,78.10194,2.058234,1.679558,1.459211,1.46568,1.41637,1.419006,1.423023,1745.208
247.6144,76.27808,2.065952,1.646028,1.465036,1.469861,1.441601,1.440629,1.443136,1745.847
247.7668,75.58421,2.071581,1.617955,1.465257,1.467554,1.448413,1.450327,1.454211,1746.045
247.9192,74.96287,2.070944,1.601869,1.470199,1.469387,1.444595,1.451138,1.455672,1749.049
248.0716,76.24232,2.066382,1.57425,1.48008,1.479441,1.434353,1.442065,1.44814,1752.432
248.224,75.55283,2.068975,1.569396,1.479844,1.489262,1.418055,1.431038,1.445246,1755.009
248.3764,76.98146,2.063672,1.573835,1.465158,1.489002,1.399606,1.411995,1.432554,1760.17
248.5288,77.74674,2.046609,1.542714,1.465279,1.483048,1.379164,1.399716,1.417913,1762.743
248.6812,78.48178,2.02628,1.501214,1.468832,1.476432,1.36775,1.392944,1.405396,1761.272
248.8336,78.09251,2.013275,1.467686,1.462262,1.47372,1.347589,1.375098,1.380557,1758.395
248.986,78.63365,2.01118,1.489895,1.45893,1.466908,1.329236,1.358139,1.362832,1752.514
249.1384,78.75739,2.014201,1.494981,1.445629,1.463918,1.324602,1.344456,1.349286,1742.778
249.2908,77.37662,2.027496,1.499489,1.432122,1.452385,1.339602,1.355731,1.364382,1734.232
249.4432,73.5349,2.03144,1.537972,1.416919,1.446439,1.355954,1.370929,1.380096,1727.61
249.5956,72.07084,2.027205,1.496169,1.411471,1.433482,1.35123,1.364849,1.373768,1721.895
249.748,73.41053,2.014318,1.470651,1.402586,1.421352,1.326785,1.340091,1.348533,1720.161
249.9004,77.43816,2.003912,1.469562,1.394329,1.410801,1.303684,1.318957,1.327832,1721.162
250.0528,80.57087,2.001709,1.445572,1.379963,1.405195,1.285329,1.300377,1.307628,1726.26
250.2052,79.29556,1.999352,1.483906,1.370307,1.405009,1.278051,1.290326,1.295141,1734.311
250.3576,79.3651,2.009246,1.480828,1.36744,1.394032,1.26966,1.277415,1.284348,1735.175
250.51,78.7905,2.001886,1.469431,1.361792,1.389519,1.266371,1.273213,1.280756,1733.716
250.6624,80.30997,2.005567,1.476056,1.35544,1.384704,1.278804,1.287528,1.297186,1741.288
250.8148,79.17419,2.011706,1.460354,1.359148,1.380279,1.276848,1.289137,1.297035,1751.229
250.9672,77.64661,2.029541,1.43224,1.353015,1.372438,1.269164,1.282832,1.290104,1757.457
251.1196,75.31305,2.032576,1.430871,1.343391,1.369497,1.260946,1.271424,1.277827,1759.457
251.272,72.4267,2.020266,1.432185,1.343475,1.366418,1.255629,1.262285,1.268066,1760.707
251.4244,71.36633,2.01617,1.454011,1.34053,1.362006,1.25482,1.2605,1.264757,1774.378
251.5768,72.12794,2.015172,1.436494,1.332943,1.355254,1.259538,1.267781,1.276592,1797.85
251.7292,76.46857,2.009162,1.406083,1.328285,1.349012,1.261019,1.270056,1.281067,1812.332
251.8816,74.03769,1.999764,1.385005,1.323347,1.340977,1.25364,1.260795,1.269165,1814.668
252.034,71.85788,1.991287,1.378587,1.320427,1.334307,1.242754,1.253516,1.262738,1807.864
252.1864,67.85291,1.998528,1.378773,1.315456,1.328488,1.225485,1.236274,1.243462,1796.548
252.3388,70.36952,2.001274,1.406678,1.313198,1.327773,1.215463,1.226458,1.233196,1789.347
252.4912,71.30582,2.002322,1.373722,1.303547,1.319286,1.216967,1.224297,1.230044,1787.002
252.6436,73.50853,1.991943,1.385585,1.297384,1.316199,1.212056,1.216933,1.220816,1783.408
252.796,76.63558,1.98637,1.355556,1.295077,1.310647,1.206768,1.211491,1.219193,1778.517
252.9484,78.85281,1.983373,1.370242,1.291226,1.297684,1.220507,1.228559,1.236163,1776.054
253.1008,79.32145,1.987124,1.367343,1.287869,1.294538,1.222855,1.231734,1.237028,1775.641
253.2532,78.35856,1.97591,1.367067,1.289701,1.296971,1.220911,1.228701,1.236145,1775.614
253.4056,79.21514,1.957169,1.370929,1.283526,1.286788,1.216494,1.226318,1.232509,1774.738
