Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
126.5128,73.61157,1.724559,0.968179,0.962135,1.014986,0.985206,1.007537,1.017243,1524.693
126.6652,79.1423,1.733393,1.044142,0.967214,1.006361,0.973148,0.992483,1.001331,1522.643
126.8176,76.78747,1.741433,0.980952,0.974378,1.006676,0.952998,0.978034,0.991871,1523.458
126.97,80.58202,1.727372,0.946772,0.96864,1.021046,0.946689,0.973876,0.988354,1525.562
127.1224,74.44342,1.719666,1.054004,0.96744,1.006281,0.952987,0.978672,0.997021,1527.2
127.2748,73.44731,1.739635,1.038571,0.978528,1.010193,0.950446,0.975725,0.986695,1528.214
127.4272,76.67348,1.760052,0.996333,0.976557,1.017548,0.974815,0.993993,1.008507,1528.862
127.5796,74.26799,1.76336,1.029126,0.97414,1.016146,0.972357,0.99353,1.016463,1529.522
127.732,73.98553,1.7647,1.004039,0.972071,1.012891,0.986274,1.008362,1.033701,1530.021
127.8844,80.2205,1.767326,0.995216,0.976221,1.026118,0.993043,1.019344,1.047609,1530.056
128.0368,77.48142,1.766541,1.059356,0.978961,1.019013,0.992857,1.017873,1.040001,1529.912
128.1892,80.18826,1.768132,1.022215,0.984966,1.03053,0.991227,1.02296,1.054623,1529.708
128.3416,76.03104,1.761652,1.01874,0.994011,1.048431,1.009198,1.046116,1.067045,1529.381
128.494,74.91848,1.76073,1.065227,1.004381,1.030393,1.03476,1.073957,1.091756,1529.476
128.6464,71.02148,1.753345,1.051012,1.010148,1.037417,1.046933,1.089992,1.110843,1530.26
128.7988,69.50004,1.748894,1.101736,1.015454,1.043548,1.062018,1.104859,1.125412,1530.828
128.9512,74.63097,1.754112,1.046742,1.014928,1.046459,1.078147,1.119117,1.140951,1530.097
129.1036,70.43229,1.755023,1.072487,1.000339,1.040386,1.092425,1.133333,1.154111,1528.22
129.256,70.20475,1.756158,1.063738,1.004585,1.027072,1.083652,1.125196,1.148846,1525.968
129.4084,73.40863,1.745969,1.034011,1.006416,1.012788,1.050179,1.100785,1.116591,1524.416
129.5608,76.00339,1.732818,1.070555,1.002447,1.041118,1.017234,1.053098,1.07148,1523.649
129.7132,78.23039,1.717392,1.036203,0.994715,1.019624,1.012239,1.039537,1.051736,1522.301
129.8656,80.46914,1.69691,1.000282,0.989734,1.005774,0.996405,1.012249,1.019019,1520.307
130.018,78.82065,1.701815,1.104018,0.982368,1.003615,0.988702,1.003191,1.01417,1519.234
