Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
263.1592,72.27955,1.970405,2.965163,2.837425,2.822513,1.819082,2.225542,2.926373,1680.458
263.3116,73.95596,1.967028,3.160294,2.822599,2.831681,1.722759,2.15254,2.881173,1674.654
263.464,75.7253,1.960805,2.677453,2.798611,2.817701,1.642189,2.080146,2.797812,1665.81
263.6164,75.6252,1.964923,2.223887,2.717776,2.755996,1.411496,1.762771,2.258387,1655.843
263.7688,76.71152,1.965776,2.089544,2.57342,2.677967,1.257236,1.534678,1.832952,1651.022
263.9212,77.09602,1.970579,2.084659,2.433877,2.616316,1.232147,1.457338,1.670786,1649.835
264.0736,77.55032,1.974764,2.054826,2.33197,2.553048,1.2521,1.4183,1.600791,1651.345
264.226,76.3123,1.977509,1.973365,2.199384,2.453452,1.286676,1.390418,1.546015,1656.942
264.3784,75.54787,1.977975,1.955315,2.003353,2.328012,1.321237,1.407015,1.502458,1673.343
264.5308,75.44582,1.966431,1.960365,1.88861,2.180827,1.326413,1.384038,1.43657,1700.941
264.6832,75.56171,1.966453,1.822355,1.812308,2.114233,1.322585,1.35627,1.376618,1719.681
264.8356,76.68888,1.978076,1.476562,1.718486,1.985796,1.305835,1.287872,1.275043,1725.458
264.988,73.74051,1.998326,1.456506,1.671486,1.889916,1.347717,1.336055,1.328416,1725.324
265.1404,75.26954,2.010934,1.61873,1.639153,1.862018,1.399343,1.391458,1.378302,1714.8
265.2928,75.06324,2.008283,1.784756,1.580369,1.792428,1.427348,1.463607,1.466992,1685.749
265.4452,78.61256,2.005961,1.74117,1.546282,1.76534,1.410751,1.460457,1.469002,1662.061
265.5976,78.23053,2.003128,1.673488,1.510166,1.753534,1.36486,1.419059,1.410891,1653.514
265.75,78.44645,2.002463,1.615597,1.49239,1.731634,1.330193,1.375626,1.352777,1654.14
265.9024,77.11079,2.020037,1.580398,1.472044,1.733237,1.309837,1.341916,1.3132,1658.368
266.0548,77.78586,2.031406,1.561075,1.457411,1.734287,1.301865,1.321123,1.29197,1661.16
266.2072,75.37617,2.034256,1.574516,1.429743,1.731568,1.281098,1.28019,1.251821,1654.943
266.3596,74.42557,2.023535,1.639586,1.420978,1.729522,1.272639,1.266193,1.242698,1640.347
266.512,71.23151,2.021641,1.585858,1.403633,1.730545,1.269809,1.251351,1.252504,1627.497
266.6644,73.65952,2.019024,1.518287,1.410453,1.754124,1.22962,1.209542,1.248244,1623.767
266.8168,75.32002,2.010856,1.469228,1.410103,1.758839,1.195547,1.179933,1.234266,1623.52
266.9692,76.66592,2.013412,1.450275,1.460902,1.774027,1.163785,1.173311,1.27876,1623.812
267.1216,77.52922,2.027788,1.528512,1.483576,1.788514,1.151331,1.173321,1.303527,1627.88
267.274,77.8604,2.035089,1.638387,1.606833,1.825957,1.151239,1.25092,1.481583,1632.72
267.4264,77.1038,2.02378,1.823301,1.69317,1.833399,1.159469,1.324303,1.632144,1633.495
267.5788,73.69894,2.004937,1.900402,1.769985,1.843663,1.178409,1.419746,1.785043,1637.612
267.7312,73.60117,1.992033,1.882902,1.881083,1.86494,1.246045,1.612414,2.028625,1642.509
267.8836,76.33589,1.988651,1.870165,1.931376,1.886763,1.323747,1.764242,2.142436,1642.999
268.036,76.80423,1.997503,1.843842,2.003713,1.873554,1.453655,1.968822,2.249167,1643.758
268.1884,75.33788,2.007936,1.902235,2.027618,1.877433,1.758559,2.328613,2.606569,1652.209
268.3408,72.45157,2.002513,1.992021,2.006492,1.879435,2.192641,2.7879,3.201599,1669.724
268.4932,71.29259,1.985559,2.097187,1.966299,1.881116,2.64038,3.233472,3.79667,1683.884
268.6456,70.93849,1.96823,2.08128,1.937352,1.904699,2.957502,3.500634,4.095056,1688.293
268.798,71.66762,1.969937,1.630697,1.880498,1.898703,2.820996,3.411392,3.921138,1688.542
268.9504,74.26994,1.971454,1.686829,1.815914,1.884161,2.472958,3.143914,3.635252,1686.667
269.1028,74.75371,1.984077,1.799779,1.787135,1.907063,2.156746,2.675754,2.976897,1677.419
269.2552,75.14177,1.99408,1.707761,1.765265,1.939921,1.962456,2.340868,2.416392,1670.644
269.4076,75.80223,2.005291,1.687061,1.736808,1.961443,1.881924,2.165542,2.176257,1663.682
269.56,78.26527,2.009259,1.723409,1.715067,2.010268,1.874023,2.107633,2.178483,1658.908
269.7124,81.15753,2.008229,1.777369,1.7178,2.035895,1.901435,2.086168,2.21917,1662.51
269.8648,81.59507,2.007441,1.89587,1.733405,2.070529,1.963849,2.127981,2.289125,1673.841
270.0172,80.49035,1.998972,2.307416,1.740218,2.1461,1.981453,2.127421,2.316087,1687.526
270.1696,79.08023,1.995131,2.100136,1.770864,2.177227,1.92098,2.054533,2.262936,1696.516
270.322,78.3442,2.002529,1.729101,1.834634,2.288921,1.788489,1.953254,2.203866,1698.431
270.4744,79.25621,2.003727,1.538899,1.900279,2.354346,1.770789,1.920965,2.121447,1694.562
270.6268,78.01119,2.010288,2.361383,2.100022,2.482325,1.920208,2.120559,2.343601,1688.806
270.7792,76.03835,2.007387,2.822489,2.317182,2.636558,2.197692,2.652672,3.114688,1682.285
270.9316,74.8866,2.014281,2.931178,2.418636,2.719236,2.377073,2.975763,3.555116,1678.514
271.084,73.59112,2.006195,2.98718,2.652845,2.906446,2.694032,3.626583,4.546979,1678.225
271.2364,72.84209,2.001204,3.130623,2.805647,3.058202,2.90944,4.090682,5.289058,1678.38
271.3888,71.28309,1.995007,3.273439,2.886522,3.131177,3.082505,4.401347,5.7213,1680.538
271.5412,69.06737,1.989936,3.522409,3.057322,3.319194,3.241051,4.761552,6.185774,1682.487
271.6936,68.31424,1.989781,3.324417,3.268455,3.469356,3.530239,5.182193,6.646259,1679.453
271.846,67.44295,1.995899,3.41537,3.473215,3.630847,3.751921,5.533435,7.020381,1674.343
271.9984,70.3009,2.003416,3.712344,3.607615,3.710383,4.251505,6.153529,7.815683,1669.696
272.1508,72.68396,2.005646,3.999414,3.698309,3.741291,4.573368,6.612149,8.454347,1668.067
272.3032,71.85973,2.007676,3.632694,3.822775,3.878342,4.912684,7.21951,9.308434,1667.972
272.4556,71.1821,2.006385,3.260864,3.831883,3.979576,5.284607,7.904746,10.21362,1666.788
272.608,69.8833,1.996381,3.242257,3.935963,4.140339,5.41064,8.290021,10.60044,1663.677
272.7604,72.32816,1.990839,3.393795,3.975415,4.219131,5.463138,8.367703,10.61449,1662.953
272.9128,71.6941,1.988932,3.781899,4.000453,4.301134,5.234814,7.963314,10.06252,1662.943
273.0652,70.18808,1.992384,4.053345,3.918259,4.36491,5.24613,7.990932,10.20999,1662.924
273.2176,67.39899,1.984316,4.097768,3.914639,4.38736,5.31207,8.149338,10.40513,1661.903
273.37,65.90836,1.985182,3.985771,3.961851,4.369201,5.119445,7.894937,10.35648,1655.548
273.5224,64.8721,1.991037,3.843617,3.963507,4.315651,4.954356,7.56449,10.13339,1647.612
273.6748,64.91224,1.991176,3.793468,3.892267,4.30752,4.74766,7.093881,9.608877,1643.017
273.8272,65.6807,1.979691,3.782232,3.929062,4.455792,4.514964,6.612455,8.886085,1639.255
273.9796,67.80708,1.968517,3.77553,3.803108,4.401574,4.388407,6.336162,8.5783,1639.18
274.132,71.20846,1.972241,3.505759,3.798028,4.439898,3.970682,5.923456,8.243386,1647.485
274.2844,75.17062,1.978493,3.186757,3.734257,4.393256,3.713702,5.510318,7.693319,1660.312
274.4368,77.49716,1.978757,2.90477,3.700146,4.442628,3.298692,4.812766,6.804744,1667.141
274.5892,75.63461,1.981069,2.789838,3.814208,4.552141,3.210054,4.573742,6.369663,1667.997
