Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
55.8012,99.34876,1.735542,1.021833,1.0148,1.043274,0.982274,1.009506,1.023272,1511.512
55.9536,100.8007,1.735046,1.024153,1.010441,1.054067,0.982709,1.005225,1.021583,1510.71
56.106,100.4673,1.716324,1.033375,1.004097,1.059089,0.973537,0.990907,0.99941,1510.34
56.2584,97.96584,1.718868,1.000821,1.007044,1.048108,0.96461,0.984681,0.989199,1510.256
56.4108,100.5206,1.724305,1.017357,1.007459,1.043055,0.963657,0.984718,0.991048,1510.203
56.5632,101.2749,1.736809,1.028474,1.005828,1.038254,0.962043,0.9834,0.98813,1510.189
56.7156,81.46984,1.73725,1.026223,0.998062,1.062918,0.965917,0.989423,0.997937,1510.536
56.868,103.1668,1.716217,1.051263,1.005893,1.049554,0.998121,1.01782,1.032172,1511.557
57.0204,102.6162,1.71609,1.024577,1.010279,1.054228,1.005064,1.026532,1.033742,1513.107
57.1728,100.0524,1.718526,1.010276,1.005479,1.043584,0.999302,1.02042,1.028159,1513.917
57.3252,97.31294,1.727403,1.009883,1.011411,1.034973,0.998966,1.019205,1.027344,1513.162
57.4776,100.8956,1.722022,1.029989,1.0229,1.051814,1.001925,1.02578,1.037936,1511.895
57.63,98.17502,1.719816,1.00454,1.016585,1.057589,0.996207,1.017625,1.026666,1511.012
57.7824,101.2772,1.725594,1.014401,1.021135,1.070479,1.006535,1.024267,1.031284,1510.309
57.9348,106.1089,1.728413,1.020942,1.017826,1.057981,0.998047,1.017637,1.024615,1509.642
58.0872,104.2594,1.729013,1.015533,1.027016,1.068322,0.995703,1.017761,1.029278,1509.275
58.2396,106.9224,1.726536,1.020914,1.019339,1.070526,0.997666,1.018495,1.031832,1509.476
58.392,101.9133,1.737258,1.021225,1.043318,1.08411,1.007666,1.032238,1.045404,1510.045
58.5444,98.79289,1.744084,1.015616,1.040812,1.103892,1.004863,1.02858,1.036967,1510.458
58.6968,103.9248,1.75384,1.008284,1.035424,1.071889,1.008412,1.033347,1.044123,1510.393
58.8492,96.77549,1.739879,1.013727,1.03163,1.079772,1.009688,1.032597,1.041805,1510.043
59.0016,95.51073,1.740809,1.009272,1.034266,1.081227,1.006083,1.027054,1.032459,1510.032
59.154,98.24295,1.736372,1.030146,1.01892,1.056307,1.001133,1.020916,1.029171,1510.732
59.3064,97.6208,1.743881,1.030327,1.01892,1.056307,1.001133,1.020916,1.029171,1511.616
59.4588,95.9413,1.746517,1.063277,1.023965,1.064271,1.005895,1.025644,1.03495,1511.925
59.6112,104.5657,1.737848,1.047511,1.053978,1.108914,1.034602,1.053838,1.069474,1511.905
59.7636,98.82697,1.729977,1.040023,1.057849,1.097039,1.039044,1.057513,1.072916,1512.257
59.916,104.1985,1.716046,1.04629,1.054441,1.08624,1.025828,1.049108,1.058317,1513.21
60.0684,106.8134,1.709286,1.036918,1.06634,1.084843,1.030839,1.051388,1.061525,1514.382
60.2208,99.88303,1.719488,1.025072,1.058386,1.096597,1.04597,1.071551,1.085029,1515.004
60.3732,98.19762,1.735866,1.027777,1.066953,1.101899,1.047817,1.077551,1.092721,1514.957
60.5256,103.9102,1.757099,1.033527,1.069593,1.101671,1.058154,1.082669,1.099401,1515.229
60.678,101.8372,1.764815,1.055567,1.084612,1.083641,1.075851,1.100725,1.113866,1516.102
60.8304,99.69747,1.783979,1.05064,1.079466,1.085658,1.085173,1.106624,1.123798,1516.532
60.9828,99.73279,1.760711,1.063479,1.069368,1.088216,1.074663,1.102726,1.124192,1515.778
61.1352,105.1631,1.73521,0.999556,1.051404,1.112438,1.067746,1.094072,1.119457,1514.07
61.2876,106.0941,1.718271,1.002204,1.054802,1.097718,1.053965,1.08292,1.102628,1512.165
61.44,101.5573,1.68988,1.040493,1.050324,1.113792,1.049072,1.073026,1.085073,1510.889
61.5924,99.49108,1.682468,1.039199,1.050709,1.0752,1.013505,1.042083,1.061651,1510.433
61.7448,103.1659,1.667156,1.046437,1.047734,1.0782,1.014002,1.043712,1.060954,1510.071
61.8972,104.364,1.702463,1.029993,1.051458,1.08541,1.027713,1.047781,1.05916,1509.473
62.0496,102.5017,1.711853,1.015248,1.040437,1.069271,1.017522,1.039336,1.049502,1508.821
62.202,94.63068,1.707336,0.99677,1.050635,1.069607,1.01045,1.036593,1.04932,1508.088
62.3544,99.00389,1.712705,1.013439,1.037695,1.085793,1.014306,1.037678,1.046601,1507.578
62.5068,100.9788,1.718454,1.010023,1.040612,1.051126,1.009598,1.032126,1.040474,1507.719
62.6592,101.011,1.720778,1.030574,1.036821,1.047499,1.015839,1.033345,1.041011,1508.248
62.8116,107.7082,1.71972,1.04014,1.012904,1.028552,1.000326,1.00792,1.012199,1508.475
62.964,106.0059,1.712804,1.003713,0.994822,1.041494,0.997582,1.002439,0.999898,1508.121
63.1164,99.55447,1.725928,0.970462,0.993231,1.021338,0.998684,1.002693,1.009544,1507.226
63.2688,97.45664,1.729472,0.927148,0.980025,1.026156,0.987712,0.996343,0.998623,1505.965
63.4212,99.91422,1.716228,0.952943,0.95883,1.004743,0.891162,0.910081,0.922121,1504.536
63.5736,94.17057,1.687917,0.935945,0.954297,0.995981,0.87198,0.886822,0.894467,1502.91
63.726,92.65155,1.667326,0.954176,0.946493,0.98668,0.887918,0.898882,0.899703,1501.238
63.8784,92.92186,1.672824,0.977009,0.956597,0.988269,0.917897,0.929962,0.934035,1500.271
64.0308,92.62942,1.686262,0.977924,0.967793,0.992419,0.969688,0.982773,0.985691,1500.536
64.1832,89.61423,1.71633,0.992113,0.968991,0.994463,0.971855,0.987863,0.995101,1501.554
64.3356,96.71803,1.737273,0.980932,0.968569,0.994998,0.96356,0.973649,0.977815,1502.471
64.488,97.38899,1.757578,0.99277,0.974148,0.994806,0.982052,0.996517,1.000275,1502.772
64.6404,93.33862,1.771803,1.005872,0.9843,1.002329,0.972002,0.985094,0.985376,1502.383
64.7928,93.21123,1.769135,1.005227,0.977052,1.00429,0.975249,0.985734,0.986057,1501.506
64.9452,87.9428,1.756567,0.994186,0.974677,1.001905,0.970524,0.983302,0.984157,1500.727
65.0976,98.93573,1.753498,0.972563,0.976185,1.005406,0.971447,0.980745,0.976894,1500.784
65.25,95.561,1.747821,0.957394,0.969964,0.995575,0.962877,0.977854,0.983534,1501.511
65.4024,95.35397,1.737545,0.961802,0.976621,1.009616,0.957217,0.971642,0.976656,1501.644
65.5548,94.93353,1.719066,0.957599,0.94172,0.972093,0.923694,0.931647,0.932198,1500.687
