Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
51.1708,70.87363,1.82136,0.916729,1.363976,1.369587,1.225696,1.299685,1.373874,1499.672
51.3232,69.38774,1.809801,0.891058,1.35456,1.382669,1.145458,1.198858,1.239657,1499.076
51.4756,67.75465,1.803103,0.832954,1.349948,1.384315,1.116429,1.160358,1.190387,1503.279
51.628,64.91005,1.802347,0.823066,1.331115,1.321899,1.135383,1.194368,1.226938,1508.612
51.7804,65.55444,1.800005,0.818249,1.325428,1.30344,1.141224,1.204932,1.2383,1514.038
51.9328,69.71138,1.801386,0.853716,1.332966,1.323667,1.154362,1.198891,1.224499,1519.516
52.0852,73.7887,1.7928,0.815318,1.29033,1.292943,1.153166,1.199492,1.207916,1527.039
52.2376,76.11246,1.793226,0.795692,1.273866,1.269277,1.142373,1.17932,1.186946,1539.4
52.39,76.55394,1.800102,0.765378,1.239147,1.251578,1.156278,1.162818,1.164701,1538.937
52.5424,77.35718,1.810189,0.825375,1.219941,1.230939,1.160076,1.162427,1.165999,1532.305
52.6948,76.09137,1.822578,0.85526,1.150399,1.202136,1.14521,1.158962,1.176978,1526.527
52.8472,79.8325,1.833826,0.804241,1.130305,1.199819,1.077894,1.111374,1.142942,1521.242
52.9996,77.83306,1.830447,0.786698,1.147023,1.214287,1.144423,1.162477,1.183706,1516.076
53.152,75.24677,1.806803,0.726358,1.116059,1.195836,1.048789,1.064228,1.07282,1513.519
53.3044,68.97523,1.777704,0.697089,1.105005,1.162731,0.992392,1.007949,1.003801,1515.404
53.4568,70.23005,1.759486,0.670556,1.117404,1.167003,0.986352,1.000482,0.994662,1517.3
53.6092,72.47572,1.756722,0.668793,1.130112,1.158152,0.985102,1.004856,0.995531,1518.49
53.7616,70.42696,1.77144,0.765614,1.174776,1.175464,1.120026,1.121174,1.11853,1519.567
53.914,68.62855,1.821357,0.913704,1.195787,1.19092,1.251934,1.252938,1.257556,1520.644
54.0664,67.45525,1.876637,0.992152,1.196098,1.18608,1.265969,1.252255,1.252497,1521.723
54.2188,69.7504,1.93211,0.945642,1.19053,1.190501,1.293238,1.287733,1.288319,1522.804
54.3712,70.35687,1.952822,0.845006,1.199036,1.206625,1.266721,1.277527,1.273299,1523.864
54.5236,71.24902,1.940324,0.78359,1.166618,1.193803,1.120772,1.126603,1.128381,1521.912
54.676,72.85173,1.912703,0.764353,1.149697,1.181449,1.068334,1.076933,1.076996,1515.182
54.8284,77.63268,1.89387,0.766803,1.127425,1.169206,1.058006,1.069244,1.071434,1516.623
54.9808,74.67246,1.874972,0.756491,1.110805,1.15324,1.04596,1.056606,1.066919,1519.344
55.1332,71.25937,1.838793,0.752811,1.108773,1.134096,1.03294,1.037718,1.043415,1521.335
55.2856,65.98733,1.795182,0.751003,1.101487,1.117865,1.046054,1.053512,1.049953,1523.254
55.438,64.4663,1.786083,0.76289,1.09917,1.114345,1.051017,1.059833,1.05402,1525.177
