Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
271.4452,92.11922,2.063353,1.340904,1.257012,1.325458,1.227948,1.230997,1.234877,1638.603
271.5976,99.52565,2.055053,1.354535,1.281008,1.31623,1.246328,1.248733,1.257616,1648.789
271.75,96.75472,2.050628,1.355138,1.267872,1.329525,1.248939,1.263533,1.271446,1658.551
271.9024,93.15636,2.023761,1.425356,1.257755,1.311825,1.238668,1.257164,1.256272,1663.479
272.0548,95.23283,2.021621,1.380606,1.275424,1.355874,1.221269,1.235632,1.237997,1663.884
272.2072,97.82436,2.013797,1.40743,1.267708,1.334826,1.20293,1.211282,1.21102,1660.676
272.3596,94.16328,2.034413,1.340775,1.263613,1.33591,1.201502,1.205343,1.208507,1654.178
272.512,89.48405,2.048882,1.342657,1.262382,1.328183,1.226724,1.230544,1.232462,1647.041
272.6644,86.3232,2.060127,1.412265,1.279372,1.329483,1.227973,1.239577,1.248519,1644.321
272.8168,93.44153,2.068187,1.365141,1.257534,1.304557,1.208101,1.222642,1.231369,1647.99
272.9692,89.3655,2.040957,1.315236,1.252877,1.312778,1.203347,1.21313,1.214509,1655.171
273.1216,89.81084,2.025842,1.314438,1.257334,1.326404,1.222228,1.2328,1.233591,1661.009
273.274,90.13933,2.019198,1.329175,1.2574,1.308429,1.200044,1.198727,1.197613,1661.692
273.4264,90.7514,2.029436,1.280075,1.254203,1.290189,1.194606,1.196896,1.200093,1656.768
273.5788,85.90118,2.028592,1.31675,1.257527,1.305201,1.194003,1.201436,1.205806,1650.506
273.7312,91.20747,2.0113,1.301642,1.256188,1.302634,1.200902,1.20723,1.203282,1646.631
273.8836,89.61837,2.011544,1.285301,1.24749,1.310706,1.208193,1.216257,1.217901,1644.032
274.036,94.72097,2.014589,1.296091,1.243546,1.310673,1.209368,1.219313,1.226559,1641.212
274.1884,94.11217,2.007926,1.361287,1.250346,1.291144,1.205294,1.216975,1.222841,1639.19
274.3408,94.95232,2.002465,1.323358,1.228729,1.29025,1.195917,1.206574,1.20608,1638.963
274.4932,93.13216,1.995635,1.306719,1.241087,1.302463,1.189203,1.191816,1.187413,1639.436
274.6456,93.85336,1.991767,1.321978,1.231888,1.319797,1.182331,1.186184,1.191339,1639.639
274.798,94.55212,1.989583,1.297155,1.220378,1.28447,1.190651,1.193988,1.191112,1642.418
274.9504,92.24552,1.998922,1.278553,1.203761,1.253567,1.192397,1.199685,1.205224,1649.21
275.1028,88.01605,2.001081,1.291247,1.216179,1.281628,1.175347,1.185344,1.187355,1655.781
275.2552,97.3616,2.002601,1.211299,1.21435,1.276788,1.155742,1.162744,1.168106,1658.448
275.4076,88.07722,1.990124,1.211005,1.215749,1.258903,1.146496,1.152907,1.15828,1657.121
275.56,96.45523,1.990851,1.226579,1.20234,1.270393,1.141103,1.147342,1.149719,1654.861
275.7124,95.11431,1.990732,1.239823,1.214696,1.282001,1.141821,1.148134,1.149771,1654.536
275.8648,86.28414,1.990693,1.231365,1.210124,1.267587,1.133457,1.143645,1.148567,1655.572
276.0172,84.83094,1.99171,1.240414,1.209263,1.269779,1.130301,1.142393,1.143092,1655.305
276.1696,86.70623,1.99329,1.273644,1.209944,1.270283,1.133096,1.141017,1.143967,1653.335
276.322,89.75838,1.999045,1.198599,1.208691,1.261985,1.139592,1.14461,1.156483,1652.658
276.4744,84.3676,2.004119,1.222949,1.214263,1.250628,1.15231,1.152912,1.171716,1654.192
276.6268,90.75945,2.000015,1.169964,1.205455,1.268746,1.162894,1.163051,1.185363,1655.863
276.7792,92.37445,1.993016,1.122543,1.216196,1.262885,1.164256,1.177071,1.192807,1656.871
